Article,Link,Date
黑龙江省委常委韩学键涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40298.html,2014-12-22
山东省委常委、济南市委书记王敏接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40297.html,2014-12-18
广东省政协主席朱明国涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40296.html,2014-11-28
黑龙江省人大常委会副主任、省农垦总局党委书记隋凤富涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40295.html,2014-11-27
河北省委常委、组织部部长梁滨接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40294.html,2014-11-20
国家行政学院常务副院长何家成接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40293.html,2014-10-11
江苏省委原常委、秘书长赵少麟接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40292.html,2014-10-11
河南省人大常委会党组书记秦玉海接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40291.html,2014-09-21
内蒙古自治区党委常委、区政府副主席潘逸阳接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40290.html,2014-09-17
中国铝业公司总经理孙兆学接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40289.html,2014-09-15
山西省副省长任润厚接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40288.html,2014-08-29
十二届全国人大环资委副主任委员白恩培接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40287.html,2014-08-29
山西省委常委、统战部部长白云接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40286.html,2014-08-29
山西省委常委、秘书长聂春玉接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40285.html,2014-08-23
山西省委常委、太原市委书记陈川平接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40284.html,2014-08-23
中共中央决定对周永康严重违纪问题立案审查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40283.html,2014-07-29
辽宁省政协副主席陈铁新接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40282.html,2014-07-24
山西省纪委常务副书记杨森林接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40281.html,2014-07-23
天津市政协副主席武长顺接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40280.html,2014-07-20
安徽省政协副主席韩先聪接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40279.html,2014-07-12
海南省委常委、副省长谭力接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40278.html,2014-07-08
广东省委常委、广州市委书记万庆良接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40277.html,2014-06-27
山西省委常委、副省长杜善学接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40276.html,2014-06-19
山西省政协副主席令政策接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40275.html,2014-06-19
政协第十二届全国委员会副主席苏荣接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40274.html,2014-06-14
湖南省政协原党组副书记、副主席阳宝华接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40273.html,2014-05-26
香港中旅(集团)总经理王帅廷接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40272.html,2014-05-16
重庆市人大常委会副主任谭栖伟接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40271.html,2014-05-03
青海省委常委、西宁市委书记毛小兵接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40270.html,2014-04-24
华润集团董事长、党委书记宋林接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40269.html,2014-04-17
中国科协党组书记、常务副主席申维辰接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40268.html,2014-04-12
江西省副省长姚木根正接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40267.html,2014-03-22
云南省副省长沈培平涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40266.html,2014-03-09
山西省人大常委会副主任金道铭接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40265.html,2014-02-27
陕西省政协副主席祝作利涉嫌严重违纪违法被立案调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40264.html,2014-02-19
海南省副省长冀文林涉嫌严重违纪违法被立案调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40263.html,2014-02-18
四川省政协主席李崇禧涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40262.html,2013-12-29
政协第十二届全国委员会经济委员会副主任杨刚涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40261.html,2013-12-27
中央防范和处理邪教问题领导小组副组长、办公室主任，公安部党委副书记、副部长李东生涉嫌...,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40260.html,2013-12-20
湖南省政协副主席童名谦正接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40259.html,2013-12-18
江西省人大常委会副主任陈安众正接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40258.html,2013-12-06
中国出口信用保险公司副总经理戴春宁接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40257.html,2013-12-01
国家信访局副局长许杰涉嫌严重违纪违法接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40256.html,2013-11-28
湖北省副省长郭有明涉嫌严重违纪违法接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40255.html,2013-11-27
湖北省政协原副主席陈柏槐涉嫌严重违纪违法正接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40254.html,2013-11-19
贵州省委常委廖少华涉嫌严重违纪违法正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40253.html,2013-10-28
南京市委副书记、市长季建业涉嫌严重违纪违法正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40252.html,2013-10-17
中国外文局副局长齐平景涉嫌严重违纪违法正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40251.html,2013-10-11
国务院国资委主任蒋洁敏涉嫌严重违纪正接受组织调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201511/t20151120_40250.html,2013-09-01
中石油大庆油田公司总经理王永春涉嫌严重违纪正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201511/t20151120_40249.html,2013-08-26
广西政协副主席李达球涉嫌严重违纪正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201511/t20151119_40248.html,2013-07-06
内蒙古统战部长王素毅涉嫌严重违纪正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201511/t20151119_40247.html,2013-06-30
四川省文联主席郭永祥涉嫌严重违纪正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201511/t20151119_40246.html,2013-06-22
安徽原副省长倪发科涉嫌严重违纪正接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40245.html,2013-06-04
四川省委副书记李春城涉嫌严重违纪接受调查,https://www.ccdi.gov.cn/scdcn/zggb/zjsc/201607/t20160704_40244.html,2012-12-06
